,base.py,chemkin.py,model.py,~,~,~,~,~,~,~,~,~,~
148,3081.079191,1683.612637,3069.071122,0.0,14870.190846,50552.470577,3628.772128,21036.592898,15561.362831,16260.075115,0.0,6933.209431,3711.124326
149,3081.249261,1684.039498,3069.885966,0.0,14870.720228,50564.041405,3629.428702,21044.360918,15561.490474,16266.227669,0.0,6933.454594,3711.370962
150,3081.264465,1684.139537,3069.909294,0.0,14870.740856,50564.091317,3629.446309,21044.405777,15561.494944,16266.342299,0.0,6933.464306,3711.381913
151,3081.264465,1684.152502,3069.909294,0.0,14870.7418,50564.091317,3629.447836,21044.405777,15561.495126,16266.355187,0.0,6933.464306,3711.381913
152,3122.49855,1695.829699,3107.550289,0.0,15032.352864,51391.06941,3681.492276,21548.381412,15836.963969,16512.53479,0.0,7017.473262,3761.264165
153,3168.378426,1708.061343,3138.998277,0.0,15207.324353,51820.282086,3734.947586,21833.629978,15928.586152,16774.495544,0.0,7098.980553,3815.625395
154,3176.688715,1711.322605,3144.312689,0.0,15255.808395,51851.444696,3744.867204,21886.737528,15949.910054,16817.408625,0.0,7117.749298,3825.144925
155,3176.725089,1711.416374,3144.376491,0.0,15255.974677,51851.612133,3744.940737,21887.293894,15949.917844,16817.771991,0.0,7117.842816,3825.19285
156,3182.749712,1715.054875,3148.504246,0.0,15266.557092,51873.92308,3750.903869,21913.673872,15959.287615,16845.895722,0.0,7124.727461,3830.416323
157,3202.051346,1719.6073,3168.723882,0.0,15348.214297,52047.779921,3774.046839,22014.806144,15992.590181,16943.95547,0.0,7166.251213,3853.489624
158,3202.113905,1719.719144,3168.864273,0.0,15348.517607,52048.333316,3774.192024,22015.975907,15992.606801,16944.824867,0.0,7166.420147,3853.573099
159,3206.425806,1720.268577,3172.883472,0.0,15374.763241,52137.750091,3781.205918,22089.835901,16037.667863,16975.938015,0.0,7186.680209,3860.51337
160,3210.786687,1720.819948,3176.882619,0.0,15400.967319,52225.756274,3788.193452,22164.321575,16082.734295,17006.779008,0.0,7206.9477,3867.482551
161,3210.786687,1720.833658,3176.882619,0.0,15400.968716,52225.756274,3788.196001,22164.321575,16082.734441,17006.797497,0.0,7206.9477,3867.482551
162,3213.750077,1721.1744,3179.213362,0.0,15418.834854,52270.781563,3792.855409,22195.204916,16104.132089,17027.265439,0.0,7220.465293,3872.168978
163,3223.489125,1722.390151,3186.545376,0.0,15479.875751,52393.50165,3805.648175,22275.971704,16144.399479,17085.006906,0.0,7248.599907,3885.755138
164,3223.489125,1722.408178,3186.545376,0.0,15479.876639,52393.50165,3805.649526,22275.971704,16144.399598,17085.019475,0.0,7248.599907,3885.755138
165,3333.927372,1774.094081,3432.322785,0.0,15977.398852,54569.710521,3950.73273,23076.841977,17008.255297,17693.445074,0.0,7560.232969,4032.156462
166,3363.607266,1789.544197,3460.644562,0.0,16149.884454,54710.256794,3988.506683,23305.860493,17079.299808,17857.914285,0.0,7631.851391,4067.074595
167,3393.562124,1806.952471,3490.35261,0.0,16322.976143,54850.77239,4025.995133,23545.498373,17146.554775,18019.351787,0.0,7703.690447,4101.981554
168,3394.764885,1807.789558,3491.480486,0.0,16327.341605,54855.331277,4027.472577,23551.155423,17150.472477,18025.476686,0.0,7706.784853,4103.448316
169,3394.764885,1807.79746,3491.480486,0.0,16327.34192,54855.331277,4027.472997,23551.155423,17150.472538,18025.480912,0.0,7706.784853,4103.448316
170,3396.900578,1808.209277,3493.484842,0.0,16334.846845,54865.862377,4030.254084,23567.492008,17155.362848,18037.562394,0.0,7711.979045,4106.062521
171,3396.900578,1808.216843,3493.484842,0.0,16334.847179,54865.862377,4030.254516,23567.492008,17155.362933,18037.566636,0.0,7711.979045,4106.062521
172,3397.191182,1808.538073,3494.648534,0.0,16336.931467,54882.026339,4031.109255,23576.503719,17155.468357,18042.517368,0.0,7713.226407,4106.587499
173,3416.910028,1811.901546,3511.37119,0.0,16394.283051,55226.789098,4054.651951,23711.024634,17278.156804,18149.117561,0.0,7779.227957,4131.613991
174,3417.226048,1812.240984,3512.636321,0.0,16396.596419,55244.532188,4055.623284,23722.198838,17278.273714,18154.532079,0.0,7780.605528,4132.19307
175,3417.527682,1812.567582,3513.804745,0.0,16398.763679,55259.86461,4056.487282,23731.44885,17278.380153,18159.533633,0.0,7781.909603,4132.740873
176,3417.83702,1812.90522,3515.034065,0.0,16401.013957,55277.27306,4057.423994,23741.843112,17278.496434,18164.820153,0.0,7783.254129,4133.311415
177,3418.047012,1813.111041,3515.789555,0.0,16402.742437,55288.061805,4057.943294,23747.641228,17278.56098,18167.313538,0.0,7784.323034,4133.705642
178,3418.357629,1813.435369,3516.965324,0.0,16404.922348,55304.829185,4058.838006,23757.130452,17278.676377,18172.452855,0.0,7785.606678,4134.253702
179,3421.052683,1814.891169,3519.236304,0.0,16411.510336,55324.544427,4061.836787,23771.554394,17286.753473,18186.19651,0.0,7789.994727,4137.07747
180,3428.277164,1817.634653,3525.202469,0.0,16427.868272,55366.955342,4070.127351,23823.156066,17309.203664,18225.182674,0.0,7801.340992,4144.761281
181,3431.451394,1819.143643,3528.444122,0.0,16435.768052,55395.662635,4073.856483,23845.912682,17318.731694,18242.467289,0.0,7806.544145,4148.122777
182,3434.800067,1820.335065,3533.494399,0.0,16446.836246,55451.121077,4078.552238,23877.943524,17332.823746,18263.996227,0.0,7814.070525,4152.399273
183,3435.005083,1820.526921,3534.268791,0.0,16448.596703,55463.630808,4079.116814,23884.331188,17332.893685,18266.66423,0.0,7815.138096,4152.798828
184,3445.680415,1829.102219,3545.355223,0.0,16464.788959,55549.517055,4089.747282,23930.132348,17363.850773,18323.997091,0.0,7824.100227,4161.547931
185,3445.873847,1829.215296,3546.055607,0.0,16466.499589,55560.1624,4090.240292,23935.541005,17363.910141,18326.346826,0.0,7825.15791,4161.934808
186,3446.086275,1829.484004,3546.866421,0.0,16468.292668,55572.67211,4090.939689,23944.755263,17363.981785,18329.798902,0.0,7826.225938,4162.337278
187,3446.297774,1829.685029,3547.646083,0.0,16470.072169,55583.430818,4091.608152,23953.57052,17364.048019,18333.195737,3475.637765,7827.304021,4162.743437
188,3446.606439,1830.095018,3548.964576,0.0,16472.329772,55600.557541,4092.807266,23968.832338,17364.174923,18340.143632,3512.736911,7828.616063,4163.313095
189,3446.916358,1830.493907,3550.259961,0.0,16474.594801,55616.253386,4093.975375,23984.209102,17364.295362,18346.967937,3548.71556,7829.947772,4163.885956
190,3447.043738,1830.736783,3550.748184,0.0,16475.150355,55621.467574,4094.41639,23988.88837,17364.352906,18349.980663,3587.225886,7830.250978,4164.079002
191,3462.957838,1833.677,3563.685562,0.0,16582.031035,55776.626762,4116.105866,24181.663536,17459.446751,18446.505594,3624.695844,7873.54752,4184.454044
192,3463.08544,1833.916861,3564.189184,0.0,16582.65246,55782.30638,4116.568658,24186.859739,17459.502241,18449.515302,3662.579213,7873.890295,4184.654449
193,3463.08544,1833.936379,3564.189184,0.0,16582.653059,55782.30638,4116.569825,24186.859739,17459.502344,18449.526421,3701.884395,7873.890295,4184.654449
194,3480.710801,1842.843626,3577.677976,0.0,16644.02659,55922.545197,4135.488421,24286.051943,17505.528601,18534.528746,3741.488286,7899.167436,4202.08923
195,3506.972946,1877.455202,3598.718286,0.0,16718.889086,56188.007282,4159.050291,24334.17389,17552.998432,18627.526835,3781.92185,7932.239341,4225.185889
196,3521.251325,1881.694382,3608.603347,0.0,16764.889263,56336.24267,4176.950837,24491.738431,17629.205154,18707.591111,3825.662623,7965.867171,4242.44197
197,3525.919471,1883.452573,3614.278809,0.0,16784.017944,56394.615147,4184.270729,24562.093174,17656.050306,18741.080748,3866.622169,7980.62022,4248.814781
198,3526.179274,1883.930665,3615.320465,0.0,16785.382465,56404.282675,4185.196751,24573.094715,17656.205138,18746.722902,3908.543337,7981.369567,4249.230874
199,3526.490489,1884.325011,3616.620067,0.0,16787.701264,56419.691515,4186.430002,24591.210266,17656.31379,18753.722831,3951.40363,7982.72686,4249.80218
200,3526.63043,1884.547518,3617.19788,0.0,16788.54663,56426.150964,4186.97307,24597.406196,17656.421205,18756.911609,3996.343812,7983.195544,4250.045262
201,3530.89489,1886.463859,3620.760287,0.0,16798.468232,56450.554598,4191.967456,24627.244012,17668.927824,18780.617226,4042.072698,7989.911555,4254.453924
202,3531.21847,1887.044188,3622.358807,0.0,16800.294832,56466.314302,4193.3473,24653.865543,17669.095175,18790.344006,4085.834859,7990.909539,4254.99336
203,3532.266217,1887.865696,3623.889111,0.0,16803.532451,56478.028304,4195.20333,24678.425675,17674.045331,18800.889775,4129.516124,7993.024088,4256.203295
204,3532.403403,1888.240921,3624.303447,0.0,16803.987541,56480.730215,4195.565305,24681.076979,17674.093423,18803.677109,4174.029213,7993.266491,4256.375353
205,3544.33266,1890.743908,3633.097057,0.0,16866.309005,56592.120034,4210.630099,24809.511778,17740.60557,18872.982946,4221.555513,8020.026777,4270.746676
206,3544.399235,1890.989466,3633.340753,0.0,16866.449867,56594.142113,4210.812143,24810.576853,17740.634494,18874.843483,4267.050236,8020.08966,4270.823354
207,3556.117643,1893.347653,3641.948393,0.0,16903.72762,56728.656354,4225.625471,24940.720236,17806.336494,18941.835879,4360.024048,8046.729361,4285.165319
208,3556.181694,1893.476614,3642.090155,0.0,16904.008009,56729.097352,4225.771249,24942.012357,17806.352542,18942.627703,4413.145123,8046.892868,4285.251525
209,3556.242915,1893.607087,3642.234471,0.0,16904.28834,56729.532925,4225.920455,24943.394699,17806.367757,18943.432357,4459.608158,8047.056376,4285.337921
210,3579.098592,1906.386786,3657.323578,0.0,16947.711175,56849.941538,4248.986725,25048.31541,17857.951078,19049.803033,4508.044404,8076.67902,4306.688388
211,3579.435865,1906.804324,3657.773263,0.0,16948.490226,56854.136296,4249.49657,25051.640456,17858.176698,19052.934328,4554.594964,8077.14892,4307.012907
212,3579.501819,1907.082849,3657.984114,0.0,16948.603945,56855.951587,4249.651971,25052.400172,17858.203673,19054.693758,4603.095333,8077.19671,4307.081663
213,3580.323389,1907.732866,3658.962291,0.0,16950.413187,56863.140509,4250.77978,25058.819221,17860.214926,19061.00217,4652.903671,8078.352572,4307.919525
214,3580.527544,1908.083575,3659.687953,0.0,16951.790116,56869.56148,4251.552656,25068.529947,17860.293721,19065.844154,4701.638028,8079.150353,4308.275588
215,3596.013002,1917.959766,3673.396006,0.0,16979.957801,56965.498278,4267.731102,25141.877165,17897.208497,19141.286519,4748.158426,8098.050377,4322.435318
216,3604.121084,1919.699287,3680.869223,0.0,17001.765866,57060.894052,4277.100419,25200.004227,17929.52665,19184.485848,4824.360079,8114.016037,4332.277867
217,3652.06536,1937.302208,3731.218458,0.0,17139.053318,57812.172955,4322.603803,25412.240938,18175.314159,19395.795049,4874.794212,8170.617554,4378.822342
218,3652.204267,1937.600252,3731.928379,0.0,17139.911002,57819.968592,4323.594282,25430.913922,18175.405588,19403.33625,4923.992602,8171.064695,4379.089557
219,3652.338538,1937.881879,3732.605957,0.0,17140.739775,57826.840156,4324.558222,25450.451423,18175.487332,19410.667276,4973.457622,8171.4991,4379.348673
220,3654.053251,1938.461252,3734.22525,0.0,17145.033567,57844.78106,4326.679293,25461.872199,18183.790031,19422.35274,5025.787157,8174.38811,4381.451416
221,3654.256397,1938.902182,3735.015459,0.0,17145.917833,57851.486904,4327.830504,25478.607737,18183.903172,19432.856618,5074.982111,8174.81945,4381.784148
222,3654.342985,1939.168808,3735.414454,0.0,17146.221914,57855.06044,4328.364229,25484.423396,18183.95848,19438.552246,5167.49778,8174.948214,4381.924161
223,3654.652699,1939.239187,3735.511035,0.0,17146.858121,57856.587539,4328.621588,25484.532488,18184.220518,19439.577058,5221.901912,8175.367295,4382.223477
224,3658.85727,1940.793777,3740.424323,0.0,17158.407316,57945.991614,4335.491238,25568.000925,18217.214229,19484.302495,5272.115547,8183.19088,4387.598958
225,3665.061126,1941.965644,3747.302117,0.0,17174.727473,58078.257586,4344.615041,25691.648118,18255.326046,19538.848667,5342.301385,8194.29814,4395.72464
226,3665.296692,1942.385809,3748.451866,0.0,17176.626017,58092.40982,4346.259289,25728.396952,18255.511105,19548.977062,5395.368143,8195.354965,4396.183513
227,3671.066175,1943.670728,3754.55439,0.0,17192.026135,58191.170087,4354.413278,25820.033559,18275.830684,19592.570685,5455.264308,8205.749015,4403.60955
228,3671.180246,1943.897238,3755.033867,0.0,17192.603041,58195.956584,4354.840395,25825.163061,18275.879111,19595.395378,5507.974989,8206.073373,4403.797907
229,3675.105576,1948.258744,3757.524772,0.0,17198.892068,58214.660521,4359.403684,25846.790431,18281.023305,19617.900594,5561.625267,8209.84975,4406.96136
230,3677.379521,1949.237477,3759.190237,0.0,17206.172849,58223.787587,4362.090933,25858.087531,18290.428288,19629.132474,5615.452273,8215.017549,4409.572067
231,3679.150227,1949.946164,3760.437615,0.0,17212.333951,58230.349958,4364.237736,25867.319529,18298.08595,19638.082667,5684.16026,8219.436784,4411.68714
232,3679.150227,1949.954454,3760.437615,0.0,17212.334422,58230.349958,4364.238692,25867.319529,18298.085993,19638.090621,5740.400083,8219.436784,4411.68714
233,3682.006077,1951.407954,3763.297692,0.0,17218.93304,58247.995812,4367.647553,25887.347171,18304.827913,19653.828404,5796.023353,8223.920003,4414.621611
234,3682.042403,1951.523799,3763.361154,0.0,17219.005976,58248.199171,4367.701508,25887.569043,18304.836228,19654.160825,5849.77536,8223.957477,4414.653621
235,3683.198878,1952.0433,3764.334449,0.0,17222.649265,58253.509657,4369.120561,25894.458577,18311.118781,19660.133036,5907.094573,8226.564598,4415.995972
236,3683.272998,1952.186239,3764.437605,0.0,17222.894472,58253.825093,4369.235985,25894.959234,18311.132647,19660.766901,5961.056232,8226.705748,4416.080047
237,3692.6291,1955.878703,3772.367603,0.0,17246.843076,58317.842563,4380.028779,25957.357226,18360.839829,19709.953443,6015.967577,8244.097189,4426.344356
238,3695.066281,1956.618173,3774.695322,0.0,17255.197152,58343.329013,4383.171665,25978.58182,18385.743039,19723.908864,6073.310591,8250.091303,4429.418325
239,3695.066281,1956.626474,3774.695322,0.0,17255.197358,58343.329013,4383.172007,25978.58182,18385.743076,19723.912655,6130.442112,8250.091303,4429.418325
240,3696.947628,1957.999331,3776.507547,0.0,17258.427908,58354.620383,4385.101175,25988.283054,18389.73336,19733.419508,6199.472158,8252.146054,4431.082468
241,3697.047142,1958.405749,3776.869002,0.0,17258.626586,58357.167881,4385.380792,25989.727257,18389.779116,19736.587447,6258.624211,8252.221732,4431.193804
242,3701.017404,1962.662479,3779.687467,0.0,17265.180898,58377.759473,4390.27081,26014.402998,18394.884998,19762.327392,6315.968821,8256.074576,4434.447582
243,3702.797778,1963.386369,3780.941854,0.0,17271.406569,58384.36317,4392.428406,26023.346649,18402.53791,19771.357613,6395.05308,8260.484513,4436.56313
244,3704.080985,1963.901246,3782.035905,0.0,17276.076597,58390.136359,4394.08941,26032.017236,18409.69836,19778.358835,6489.984226,8263.827936,4438.169031
245,3704.59933,1964.108284,3782.205591,0.0,17277.702945,58390.942031,4394.600587,26032.553609,18410.200669,19780.438085,6550.901858,8264.923478,4438.698456
246,3706.932658,1965.29999,3784.214658,0.0,17282.305743,58403.04824,4397.12886,26045.906305,18415.280404,19792.607908,6610.384654,8267.943459,4440.936299
247,3706.963189,1965.416693,3784.270621,0.0,17282.381466,58403.217004,4397.17728,26046.108845,18415.287945,19792.913231,6668.625021,8267.975707,4440.964146
248,3708.618733,1966.232558,3786.050448,0.0,17287.499954,58413.838126,4399.330163,26058.353176,18422.798411,19801.963791,6728.77706,8271.621058,4442.869667
249,3708.693166,1966.377128,3786.153331,0.0,17287.745401,58414.15379,4399.444551,26058.833839,18422.813069,19802.592497,6788.666404,8271.761014,4442.953038
250,3714.462925,1969.182755,3790.718443,0.0,17299.907729,58445.978077,4405.721836,26092.015076,18441.710162,19832.249223,6849.657391,8279.910509,4448.732095
251,3715.98033,1969.91382,3792.833781,0.0,17305.217601,58460.41671,4407.910758,26107.001557,18447.76682,19841.83535,6907.100216,8283.728947,4450.596078
252,3720.6198,1971.024074,3796.63863,0.0,17320.640911,58505.348275,4413.649978,26143.298766,18497.850593,19866.602242,6964.139667,8295.15415,4456.415989
253,3720.690109,1971.302094,3796.893785,0.0,17320.783021,58507.296096,4413.842214,26144.319807,18497.883051,19868.734294,7025.020445,8295.207116,4456.493838
254,3724.674494,1975.469731,3799.344389,0.0,17327.083228,58526.072091,4418.470428,26165.803524,18502.91509,19891.535647,7085.948026,8298.929261,4459.643387
255,3726.472661,1976.176981,3800.578377,0.0,17333.219637,58532.621804,4420.62765,26174.818474,18510.537254,19900.527032,7147.425989,8303.286817,4461.74861
256,3728.336124,1976.914,3801.831035,0.0,17339.544439,58539.24332,4422.821343,26184.025436,18518.231279,19909.661989,7207.335063,8307.729605,4463.896008
257,3728.336124,1976.922446,3801.831035,0.0,17339.544913,58539.24332,4422.822347,26184.025436,18518.231331,19909.669999,7270.478535,8307.729605,4463.896008
258,3730.717043,1978.12951,3803.811458,0.0,17344.149795,58551.36736,4425.356532,26197.316142,18523.306609,19921.868946,7333.062049,8310.733737,4466.141025
259,3730.748549,1978.226526,3803.867959,3814.053228,17344.214741,58551.549873,4425.404154,26197.517514,18523.314395,19922.167091,7395.191455,8310.765449,4466.168924
260,3730.779568,1978.334849,3803.92036,3834.701997,17344.280429,58551.716251,4425.449647,26197.694616,18523.321931,19922.44624,7458.483649,8310.797292,4466.196738
261,3730.779568,1978.342003,3803.92036,3855.345213,17344.280905,58551.716251,4425.450573,26197.694616,18523.321976,19922.454136,7524.142466,8310.797292,4466.196738
262,3738.026709,1981.420856,3810.399518,3876.027547,17361.859153,58596.710022,4433.745067,26243.43694,18550.206631,19960.448838,7591.273349,8323.238382,4473.893994
263,3740.916585,1982.552721,3812.877842,3900.871094,17370.916133,58623.239201,4437.22287,26264.513001,18575.691166,19975.757319,7696.102399,8329.655368,4477.297027
264,3743.37918,1983.299801,3815.211866,3924.075712,17379.320558,58648.90203,4440.373379,26285.397892,18600.736406,19989.736654,7805.615688,8335.628487,4480.373706
265,3743.432761,1983.515035,3815.434416,3947.126702,17379.500978,58650.152139,4440.631902,26288.3614,18600.760311,19992.53254,7875.27274,8335.7129,4480.454918
266,3747.531717,1987.889513,3818.451554,3967.887602,17386.536232,58672.081932,4445.548844,26312.77125,18606.129933,20016.638362,7941.175835,8339.898343,4483.804054
267,3749.345733,1988.620699,3819.689428,3989.962267,17392.752101,58678.65889,4447.714245,26321.811731,18613.728808,20025.68149,8040.642835,8344.311942,4485.920263
268,3751.139486,1989.347606,3820.928332,4012.202563,17398.923877,58685.132856,4449.86248,26330.998687,18621.347175,20034.632884,8109.957683,8348.706917,4488.026151
269,3751.139486,1989.356111,3820.928332,4034.425706,17398.924355,58685.132856,4449.863423,26330.998687,18621.347222,20034.640814,8179.031571,8348.706917,4488.026151
270,3753.507275,1990.578643,3822.931547,4055.275021,17403.543773,58697.228367,4452.398252,26344.431918,18626.310554,20046.773325,8248.768577,8351.738615,4490.270285
271,3754.143335,1990.969464,3823.836888,4077.13521,17405.6651,58703.020407,4453.356596,26351.013348,18628.091945,20050.804894,8316.53254,8353.229443,4491.001095
272,3756.595203,1991.817231,3826.230774,4098.440785,17414.099803,58728.77203,4456.614405,26372.591932,18652.932788,20065.309908,8383.005494,8359.260498,4494.104699
273,3756.629604,1991.928446,3826.290432,4121.573825,17414.174168,58728.986407,4456.664869,26372.793661,18652.940854,20065.625193,8512.303002,8359.297638,4494.136353
274,3765.598676,1995.393232,3834.106927,4142.460504,17437.423725,58791.698256,4467.171155,26436.094918,18702.397033,20113.926177,8583.514003,8376.168943,4504.085959
275,3766.731014,1995.998326,3835.112714,4169.364096,17440.883583,58796.948987,4468.564089,26442.812098,18708.340068,20119.906124,8650.912219,8378.666933,4505.391005
276,3766.731014,1996.006403,3835.112714,4191.206698,17440.883788,58796.948987,4468.564411,26442.812098,18708.340105,20119.909943,8723.990549,8378.666933,4505.391005
277,3776.041324,2004.12533,3839.928825,4212.132566,17454.931573,58837.731111,4477.720591,26481.818488,18721.67757,20161.869383,8794.945876,8387.130675,4512.530711
278,3796.646953,2038.2334,3857.03943,4235.729509,17515.81076,58978.966496,4494.735924,26516.394287,18755.945421,20228.00496,8870.330179,8408.623018,4528.15466
279,3796.721406,2038.59127,3857.303195,4258.177895,17515.96772,58981.113638,4494.940785,26517.644885,18755.97763,20230.048393,8946.241866,8408.69223,4528.240388
280,3796.805345,2038.73666,3857.499663,4279.347745,17516.594513,58981.831132,4495.148361,26519.542537,18755.994577,20231.039921,9026.689624,8409.06897,4528.382396
281,3796.869343,2038.967156,3857.714241,4300.542478,17516.721427,58983.585301,4495.314414,26520.443292,18756.020849,20232.75126,9098.806291,8409.123862,4528.454317
282,3796.936565,2039.176086,3857.942166,4321.752704,17516.868284,58985.507101,4495.493308,26521.507009,18756.048888,20234.534248,9174.031923,8409.188342,4528.532622
283,3796.954159,2039.288486,3857.966472,4342.974617,17516.880073,58985.587811,4495.510934,26521.533104,18756.053546,20234.64409,9246.012903,8409.193049,4528.541061
284,3798.529714,2040.603574,3859.621037,4364.106104,17519.404916,58996.457328,4497.17345,26529.754899,18759.43595,20243.41071,9319.00413,8410.721684,4529.880269
285,3798.764556,2041.129785,3860.742869,4385.781165,17520.731273,59011.511601,4498.528799,26568.616749,18759.576629,20254.511069,9395.921696,8411.406674,4530.296087
286,3799.951814,2042.465862,3862.255676,4407.272066,17522.390765,59021.811242,4499.695754,26573.554382,18761.983171,20260.959944,9492.818909,8412.344639,4531.218762
287,3799.982276,2042.606527,3862.34745,4428.765085,17522.445066,59022.272536,4499.771311,26573.792889,18761.99514,20261.970451,9570.026986,8412.359918,4531.24814
288,3804.671501,2050.901825,3867.186323,4449.960584,17528.581287,59057.159866,4504.943081,26598.041693,18768.888722,20289.170843,9652.755474,8415.680489,4534.50716
289,3804.725247,2051.051448,3867.296839,4472.329451,17528.757851,59057.488038,4505.053981,26598.778728,18768.905839,20289.81227,9729.868928,8415.768787,4534.566897
