,base.py,chemkin.py,model.py,~,~,~,~,~,~,~,~,~,~
290,3804.775139,2051.187765,3867.398944,4493.639324,17528.931761,59057.777983,4505.158768,26599.478103,18768.920902,20290.411889,9808.266799,8415.854058,4534.624315
291,3804.789172,2051.28788,3867.422292,4514.952568,17528.947334,59057.827941,4505.176724,26599.525056,18768.924719,20290.580263,9883.987306,8415.860031,4534.63338
292,3804.842551,2051.427491,3867.537475,4536.243669,17529.1278,59058.160993,4505.280384,26600.180426,18768.938484,20291.17243,9963.429892,8415.949128,4534.692719
293,3804.930497,2051.736419,3867.73874,4557.540933,17529.446506,59058.765037,4505.479569,26601.739101,18768.962446,20292.353248,10040.639894,8416.127818,4534.797395
294,3805.041333,2051.985731,3867.975346,4578.848732,17530.100443,59059.593209,4505.733869,26603.884483,18768.987334,20293.678452,10120.169857,8416.517455,4534.956881
295,3805.128277,2052.114327,3868.191921,4600.210484,17530.746998,59060.396827,4505.962556,26605.999559,18769.008666,20294.74686,10197.158507,8416.901698,4535.102654
296,3805.217155,2052.381181,3868.561618,4621.541409,17531.047455,59063.651043,4506.287861,26608.779023,18769.052098,20297.892231,10276.38753,8417.04801,4535.227064
297,3806.353395,2053.484081,3869.560723,4642.991811,17532.767607,59069.848043,4507.350542,26612.737239,18773.522335,20303.338674,10357.853738,8418.103311,4536.160907
298,3816.906747,2070.490459,3878.901364,4664.6417,17547.947554,59147.200642,4516.507231,26642.337931,18785.751759,20341.879134,10435.366731,8426.495851,4543.436272
299,3817.058926,2070.911003,3879.351554,4689.054053,17548.722679,59149.915155,4516.921166,26645.834452,18785.800536,20344.784426,10517.196454,8426.95104,4543.65993
300,3817.120748,2071.188178,3879.550222,4710.528501,17548.845395,59151.508289,4517.070719,26646.580501,18785.825715,20346.429827,10601.960265,8426.996587,4543.725248
301,3817.251674,2071.312787,3880.000535,4731.972933,17549.446672,59157.466875,4517.340211,26648.804182,18785.866459,20347.811695,10684.734983,8427.370717,4543.926172
302,3819.23709,2073.125052,3883.11981,4753.510535,17553.756835,59191.485821,4520.503487,26690.066104,18789.701318,20367.996058,10766.110493,8429.891667,4545.885228
303,3825.352445,2081.987653,3887.758612,4775.915623,17561.532923,59227.33899,4526.676793,26716.118959,18798.735513,20398.045285,10847.599251,8434.279952,4550.184409
304,3825.409332,2082.146016,3887.880695,4798.844902,17561.741665,59227.726275,4526.807003,26717.068479,18798.75436,20398.753467,10929.223892,8434.392529,4550.254294
305,3825.466837,2082.309397,3887.995056,4820.419259,17561.955671,59228.050429,4526.926916,26717.92549,18798.770093,20399.40203,11014.90521,8434.501593,4550.321833
306,3825.483414,2082.412749,3888.02318,4842.030127,17561.991512,59228.098343,4526.95138,26718.001707,18798.774414,20399.594701,11101.81086,8434.511397,4550.334238
307,3825.534571,2082.55879,3888.150228,4863.575641,17562.186979,59228.4365,4527.06249,26718.790217,18798.787925,20400.203365,11191.675315,8434.610472,4550.394963
308,3825.565425,2082.713482,3888.208549,4885.166146,17562.244152,59228.580232,4527.112092,26718.981889,18798.79651,20400.60346,11278.693586,8434.630296,4550.418798
309,3825.676819,2082.973116,3888.451984,4906.745732,17562.913796,59229.405655,4527.373672,26721.17543,18798.821738,20401.965034,11397.166585,8435.024835,4550.581969
310,3825.818327,2083.192789,3889.020251,4928.354897,17563.766158,59236.173034,4527.907389,26727.220923,18798.87437,20405.141768,11557.979226,8435.503399,4550.823804
311,3825.818327,2083.201598,3889.020251,4950.077094,17563.766526,59236.173034,4527.908122,26727.220923,18798.874425,20405.148183,11687.706448,8435.503399,4550.823804
312,3843.450406,2095.596856,3904.714838,4971.657345,17597.442805,59344.815232,4546.670216,26812.345252,18847.513802,20491.229984,11777.391159,8458.43578,4567.292489
313,3856.971528,2121.360581,3916.12036,4995.18112,17616.85144,59441.228943,4557.789807,26839.505969,18864.871276,20535.911737,11905.992996,8470.060379,4576.938578
314,3857.206664,2122.061579,3916.612429,5021.114666,17617.434633,59445.228928,4558.30256,26843.073111,18864.985865,20539.486043,12001.706757,8470.364078,4577.185052
315,3857.340162,2122.365421,3917.119998,5043.064147,17618.088655,59450.991489,4558.763637,26848.548183,18865.045417,20542.507097,12093.5207,8470.732062,4577.39778
316,3857.395348,2122.479361,3917.222383,5065.006676,17618.286647,59451.379168,4558.863768,26849.18957,18865.057459,20543.03807,12182.705429,8470.846326,4577.464606
317,3862.87462,2131.6811,3921.927534,5086.846523,17625.089335,59486.547984,4564.537215,26873.611816,18873.048796,20571.897237,12270.889007,8474.611939,4581.282694
318,3862.928787,2131.843983,3922.044831,5109.999399,17625.282686,59486.893138,4564.65743,26874.445343,18873.066172,20572.572489,12362.878768,8474.711982,4581.347777
319,3862.982718,2131.997898,3922.152339,5131.937113,17625.467134,59487.207811,4564.770793,26875.237311,18873.081754,20573.20324,12451.640447,8474.808791,4581.410375
320,3863.012632,2132.105024,3922.177233,5153.881703,17625.486211,59487.249769,4564.791907,26875.299269,18873.08579,20573.383631,12542.45504,8474.816511,4581.421036
321,3863.093424,2132.400155,3922.343228,5175.810287,17625.713742,59487.729376,4564.942169,26876.153547,18873.107532,20574.319761,12634.936233,8474.932154,4581.504736
322,3863.121756,2132.557448,3922.395478,5197.756009,17625.767587,59487.849344,4564.985061,26876.301237,18873.115402,20574.676351,12726.848509,8474.948064,4581.525305
323,3863.143458,2132.666663,3922.435819,5219.714219,17625.827443,59487.919298,4565.025381,26876.47935,18873.120768,20574.953891,12817.075089,8474.969541,4581.545654
324,3863.502635,2133.012956,3924.450571,5241.652412,17629.036071,59533.991392,4566.873053,26916.5633,18873.379262,20585.194065,12907.275363,8476.897502,4582.289753
325,3864.422527,2133.915668,3925.350693,5264.302522,17630.698707,59539.675908,4567.818716,26920.247168,18878.180585,20589.623345,12996.620926,8477.972085,4583.141753
326,3876.973441,2155.848146,3937.472357,5286.641919,17650.620599,59666.956582,4579.721346,26988.173613,18893.137089,20641.852917,13093.059446,8489.673692,4592.323687
327,3881.748777,2161.452723,3939.88525,5313.057328,17658.831692,59686.863743,4584.740493,27009.785052,18899.824179,20664.699984,13199.310424,8494.811811,4596.276921
328,3886.676137,2163.24988,3943.313057,5336.875323,17676.972678,59707.530971,4591.092281,27047.995877,18917.424568,20692.426266,13295.650025,8508.171215,4602.466781
329,3891.784132,2165.055244,3946.748123,5363.019489,17695.160661,59728.358472,4597.443943,27087.305872,18935.274765,20720.076018,13401.376211,8521.570577,4608.689204
330,3891.784132,2165.065237,3946.748123,5389.14153,17695.161201,59728.358472,4597.44502,27087.305872,18935.274797,20720.084819,13503.328116,8521.570577,4608.689204
331,3895.026933,2166.840146,3949.696009,5411.330282,17703.2053,59746.464097,4601.248639,27110.412111,18942.904697,20737.472615,13601.644483,8527.081994,4612.085213
332,3895.984883,2167.372901,3950.49658,5435.309657,17706.927876,59750.057754,4602.538627,27117.00323,18946.616891,20742.975336,13696.86695,8529.743893,4613.289628
333,3896.283371,2167.652256,3950.603,5458.363402,17707.486628,59750.454073,4602.792271,27117.315982,18946.807185,20743.942356,13797.03063,8530.090739,4613.522948
334,3896.283371,2167.66181,3950.603,5480.712516,17707.487154,59750.454073,4602.79341,27117.315982,18946.807252,20743.951317,13960.630501,8530.090739,4613.522948
335,3898.970997,2168.665478,3953.09968,5502.988029,17717.189293,59778.209207,4606.28558,27139.70796,18974.005173,20759.396361,14064.0253,8537.180609,4616.96115
336,3911.106457,2173.602542,3962.881329,5527.798278,17780.771887,59856.084729,4620.620821,27218.31075,19032.440299,20822.782648,14164.677369,8562.425487,4630.798547
337,3911.106457,2173.612629,3962.881329,5551.575939,17780.772151,59856.084729,4620.621245,27218.31075,19032.440339,20822.787142,14328.558401,8562.425487,4630.798547
338,3911.693683,2174.349996,3963.407089,5573.884046,17782.575014,59858.330767,4621.381302,27222.477032,19032.91432,20826.038027,14428.944535,8563.580322,4631.401411
339,3918.642563,2184.121211,3968.206499,5596.469998,17792.527358,59895.987359,4628.454141,27253.932247,19043.03972,20860.297126,14528.750368,8569.274155,4636.550287
340,3918.70031,2184.294235,3968.336367,5620.552379,17792.768941,59896.369298,4628.586504,27254.984128,19043.057962,20861.033712,14630.958024,8569.39983,4636.624702
341,3918.757232,2184.449145,3968.454724,5642.990792,17793.001261,59896.716493,4628.708245,27255.940215,19043.074161,20861.705044,14731.672729,8569.521889,4636.697122
342,3918.772768,2184.563347,3968.482567,5665.405288,17793.038873,59896.761285,4628.730944,27256.022274,19043.078127,20861.883435,14831.190994,8569.532473,4636.709537
343,3918.832545,2184.723575,3968.615268,5687.824976,17793.274794,59897.166726,4628.857017,27256.952096,19043.093912,20862.570166,14933.575909,8569.659631,4636.783832
344,3918.864747,2184.898061,3968.679012,5710.245319,17793.345488,59897.322561,4628.910932,27257.183106,19043.102874,20862.992393,15036.650375,8569.683959,4636.810613
345,3918.896292,2185.051606,3968.741119,5732.67739,17793.414675,59897.468934,4628.962122,27257.393625,19043.111414,20863.384825,15139.665926,8569.708175,4636.837074
346,3918.896292,2185.068786,3968.741119,5755.113123,17793.416,59897.468934,4628.964942,27257.393625,19043.111503,20863.405905,15243.994735,8569.708175,4636.837074
347,3918.896292,2185.077512,3968.741119,5777.518639,17793.4164,59897.468934,4628.965737,27257.393625,19043.111554,20863.412653,15350.599138,8569.708175,4636.837074
348,3919.925476,2185.985822,3969.696503,5799.965793,17795.484879,59903.403913,4630.051818,27261.957748,19048.785068,20868.400057,15455.054998,8571.061988,4637.830127
349,3935.370731,2215.443537,3982.207843,5822.843375,17818.382205,60009.233994,4643.081546,27293.67651,19069.569326,20921.04382,15558.48912,8585.044649,4649.102868
350,3936.680037,2217.362693,3983.766576,5850.348094,17820.273358,60019.741736,4644.423433,27299.873301,19072.295327,20928.500947,15664.745191,8586.157942,4650.159027
351,3944.27222,2229.676387,3988.353738,5873.257183,17830.919138,60057.940316,4651.553133,27327.855074,19083.702378,20960.900603,15779.117951,8592.417469,4655.832106
352,3944.332955,2229.88837,3988.489848,5897.792764,17831.180632,60058.35814,4651.694796,27329.044643,19083.721467,20961.670899,15885.363786,8592.555681,4655.910994
353,3944.390461,2230.04426,3988.613878,5920.510806,17831.438018,60058.728299,4651.825027,27330.11961,19083.73835,20962.376737,15992.807241,8592.691962,4655.988236
354,3944.409347,2230.157198,3988.647242,5943.14956,17831.485194,60058.785628,4651.854364,27330.234823,19083.743166,20962.594864,16099.751021,8592.707004,4656.004303
355,3944.444503,2230.314144,3988.716229,5965.818364,17831.549024,60058.973372,4651.912648,27330.498069,19083.752731,20963.027745,16205.950686,8592.73638,4656.034359
356,3944.505796,2230.50054,3988.858392,5988.446474,17831.809975,60059.409657,4652.045328,27331.54343,19083.769117,20963.745751,16312.029566,8592.875973,4656.112875
357,3944.539109,2230.67042,3988.925232,6011.133098,17831.891165,60059.568124,4652.10299,27331.805342,19083.778156,20964.168007,16421.15265,8592.9052,4656.142609
358,3944.539109,2230.679458,3988.925232,6033.792508,17831.891573,60059.568124,4652.103853,27331.805342,19083.778218,20964.175222,16533.077319,8592.9052,4656.142609
359,3944.746816,2231.125909,3990.070158,6056.462917,17833.179554,60069.898311,4653.042364,27354.416317,19083.894822,20970.924746,16642.576864,8593.621256,4656.502612
360,3945.795299,2232.064101,3991.04634,6079.35159,17835.461779,60076.004748,4654.197339,27359.459225,19090.051787,20976.211746,16752.911441,8595.1443,4657.579244
361,3963.027102,2265.842987,4004.658187,6102.589325,17861.47425,60192.56594,4668.599645,27392.745802,19114.96034,21034.157228,16865.758523,8611.504148,4670.342064
362,3964.109613,2267.127135,4006.210187,6131.095975,17864.88505,60203.491955,4670.502022,27418.15607,19120.179379,21044.806186,16979.449171,8613.769381,4671.618538
363,3964.399089,2267.800322,4006.898796,6154.685844,17865.829618,60210.268401,4671.472232,27432.707417,19120.348045,21052.335193,17095.749349,8614.271039,4671.965547
364,3964.399089,2267.810507,4006.898796,6177.646757,17865.829825,60210.268401,4671.472559,27432.707417,19120.348094,21052.338956,17215.725861,8614.271039,4671.965547
365,3969.226288,2273.031146,4009.312919,6200.472726,17874.313136,60230.242235,4677.020248,27458.170747,19127.13378,21078.739936,17342.151872,8619.475608,4676.004287
366,3974.461535,2274.910723,4012.810589,6224.979052,17892.668941,60251.173689,4683.526173,27496.027048,19144.918999,21106.99135,17453.872603,8632.998252,4682.352544
367,3979.509879,2276.578873,4016.273762,6251.809229,17910.75126,60271.908018,4689.874903,27534.999688,19162.984376,21134.632606,17574.122409,8646.3565,4688.560831
368,3979.509879,2276.589616,4016.273762,6278.608723,17910.751792,60271.908018,4689.875945,27534.999688,19162.984417,21134.641425,17683.708673,8646.3565,4688.560831
369,3982.800939,2278.461091,4019.190946,6301.513706,17918.800975,60289.99509,4693.707541,27558.003374,19170.535063,21152.217602,17795.977634,8651.869499,4691.972785
370,3983.933552,2279.27443,4020.062243,6326.207099,17922.820734,60293.84523,4695.133813,27564.613254,19174.351993,21158.216908,17911.433048,8654.753038,4693.327159
371,3983.933552,2279.28491,4020.062243,6350.081435,17922.821271,60293.84523,4695.134939,27564.613254,19174.352057,21158.225703,18025.613126,8654.753038,4693.327159
372,3983.933552,2279.294491,4020.062243,6373.063324,17922.821821,60293.84523,4695.136084,27564.613254,19174.352114,21158.234557,18138.322308,8654.753038,4693.327159
373,3986.600852,2280.35583,4022.547327,6396.066965,17932.531538,60321.527349,4698.690351,27588.14432,19201.443323,21173.983874,18250.865764,8661.828413,4696.762267
374,3996.831655,2284.83832,4030.785459,6421.527746,17959.91864,60387.731989,4710.439479,27660.582458,19256.168691,21227.335549,18362.703876,8682.111487,4708.071096
375,3999.198007,2285.920777,4031.659764,6451.315056,17967.2059,60399.028078,4712.790168,27664.074476,19259.976425,21237.094075,18473.504747,8687.068031,4710.646025
376,3999.342859,2286.220445,4032.009612,6475.803449,17968.157503,60400.25646,4713.152689,27667.507748,19260.009763,21238.832389,18589.300933,8687.629795,4710.87375
377,4001.401093,2287.987188,4034.101015,6498.863715,17972.500701,60412.436605,4715.526224,27681.245789,19264.31251,21250.476513,18710.570968,8690.38892,4712.846628
378,4001.440247,2288.142571,4034.176739,6522.799871,17972.585994,60412.646986,4715.594767,27681.596068,19264.322962,21250.950124,18829.114797,8690.429163,4712.883315
379,4006.284895,2293.456862,4036.582983,6545.859648,17981.036056,60432.639589,4721.063882,27706.250455,19271.059654,21276.733257,18959.63104,8695.62913,4716.909495
380,4011.369177,2295.150844,4040.047524,6570.643745,17999.142288,60453.348215,4727.415368,27743.653718,19288.82136,21304.447472,19077.098005,8708.965259,4723.137245
381,4016.460756,2296.83099,4043.489297,6597.765382,18017.264023,60474.083595,4733.795162,27782.783071,19306.743715,21332.53431,19284.726514,8722.30179,4729.351578
382,4016.460756,2296.841388,4043.489297,6624.775455,18017.264578,60474.083595,4733.796199,27782.783071,19306.74376,21332.543074,19409.232928,8722.30179,4729.351578
383,4019.665919,2298.727894,4046.409253,6647.932058,18025.293183,60492.259877,4737.566229,27805.030538,19314.446191,21349.711089,19533.837975,8727.780403,4732.744789
384,4020.627381,2299.316943,4047.208378,6672.903766,18028.979629,60495.831183,4738.827704,27811.355613,19318.195557,21355.08241,19656.189133,8730.424543,4733.938515
385,4020.667149,2299.443215,4047.276423,6696.984137,18029.078224,60496.060314,4738.89181,27811.643745,19318.2049,21355.455523,19781.17399,8730.475096,4733.977469
386,4020.877736,2299.658299,4047.357658,6720.170921,18029.494191,60496.359122,4739.075806,27811.94151,19318.345335,21356.171705,19910.026594,8730.729402,4734.145763
387,4030.778583,2303.996996,4055.606193,6743.438317,18056.896278,60563.054293,4750.888843,27885.377181,19373.201735,21410.062589,20032.267833,8750.941826,4745.442751
388,4033.370802,2304.983553,4058.031481,6773.611029,18066.534057,60590.553877,4754.344742,27909.140649,19400.371468,21425.415334,20152.491289,8757.974326,4748.849235
389,4036.580191,2307.010741,4059.224145,6799.443479,18075.442863,60603.798691,4757.452989,27913.8468,19405.128095,21438.156016,20278.490867,8764.070085,4752.157984
390,4039.169866,2313.295688,4061.746994,6824.659874,18079.139844,60621.598397,4760.455561,27928.408386,19407.685709,21454.870079,20405.752289,8766.081096,4753.990845
391,4044.025918,2318.75547,4064.149491,6848.564282,18087.487946,60641.620595,4765.406176,27948.871474,19414.204722,21476.007018,20547.539324,8771.257846,4758.007841
392,4049.226785,2320.490234,4067.589786,6873.668598,18105.600076,60662.429123,4771.764133,27986.000485,19432.401917,21503.739251,20678.173566,8784.580834,4764.205764
393,4054.453423,2322.370397,4071.063423,6900.97736,18124.048403,60683.526772,4778.231822,28024.904467,19451.10991,21532.020759,20805.734705,8798.142752,4770.569414
394,4054.453423,2322.381114,4071.063423,6928.303056,18124.048946,60683.526772,4778.23288,28024.904467,19451.109952,21532.02952,20929.990188,8798.142752,4770.569414
395,4057.834695,2324.499981,4074.03833,6951.732994,18132.441939,60701.891103,4782.217386,28047.824463,19458.98699,21550.296047,21055.141465,8803.844977,4774.137237
396,4058.804811,2325.078123,4074.832808,6977.069645,18136.143465,60705.497929,4783.474911,28054.089482,19462.75021,21555.693055,21181.639646,8806.497009,4775.341822
397,4058.804811,2325.088671,4074.832808,7001.387631,18136.143995,60705.497929,4783.475964,28054.089482,19462.750266,21555.701743,21311.524456,8806.497009,4775.341822
398,4058.844715,2325.228192,4074.900388,7024.82605,18136.238873,60705.721034,4783.539342,28054.373924,19462.759837,21556.07463,21434.221318,8806.547302,4775.380821
399,4069.33691,2330.030729,4083.338946,7048.270573,18164.409918,60773.357316,4795.716338,28127.12293,19518.171337,21611.32198,21595.514731,8827.280081,4787.067836
400,4071.990387,2330.988149,4085.76094,7078.622776,18174.018883,60800.773479,4799.180598,28151.298191,19545.546131,21626.716008,21731.584847,8834.286912,4790.475653
401,4071.990387,2330.998975,4085.76094,7104.661135,18174.019126,60800.773479,4799.181004,28151.298191,19545.546181,21626.720488,21858.530294,8834.286912,4790.475653
402,4077.751224,2342.698475,4090.624306,7128.255114,18181.629171,60836.729699,4804.98127,28175.502382,19553.7218,21656.009252,21985.827333,8838.544468,4794.571195
403,4086.320469,2355.88304,4095.997568,7153.08684,18194.233645,60881.749162,4812.238982,28199.529091,19562.565647,21685.476435,22115.821356,8845.748642,4800.591955
404,4086.40924,2356.035561,4096.205993,7179.097614,18194.93608,60882.522447,4812.456081,28201.639736,19562.58486,21686.528852,22248.643985,8846.18441,4800.747982
405,4094.491374,2368.148349,4100.782732,7202.799167,18205.997433,60920.84451,4820.196939,28232.683242,19573.872186,21723.142598,22390.475482,8852.656879,4806.651441
406,4111.926972,2409.306841,4114.461113,7228.516362,18231.438016,61037.490957,4833.215135,28246.40708,19598.251988,21771.731656,22525.464959,8868.754944,4819.306202
407,4116.852212,2416.132323,4116.891121,7258.073598,18239.837494,61057.605798,4838.107113,28265.622965,19604.301327,21792.337077,22683.248065,8874.004592,4823.356185
408,4121.773438,2418.221153,4120.351078,7283.580768,18257.909488,61078.32508,4844.450575,28302.748724,19622.334499,21820.059311,22879.215114,8887.307604,4829.547586
409,4124.281212,2419.518096,4121.852011,7311.24064,18267.262733,61086.402888,4847.516359,28315.566636,19631.175684,21833.286607,23018.576923,8893.903544,4832.596587
410,4126.785155,2420.085977,4123.847555,7337.147674,18276.71946,61100.169019,4850.927179,28341.898901,19640.556149,21848.307308,23155.040667,8900.725156,4835.833888
411,4129.965798,2422.090447,4126.754986,7363.297072,18284.755301,61118.313348,4854.69704,28363.976916,19648.34025,21865.540883,23293.425627,8906.187861,4839.227892
412,4130.912174,2422.702856,4127.552757,7389.107959,18288.442558,61121.914222,4855.959409,28370.252496,19652.121606,21870.950757,23430.870368,8908.840655,4840.42413
413,4130.950859,2422.839174,4127.61966,7413.914636,18288.541765,61122.145275,4856.024165,28370.538329,19652.131639,21871.325473,23578.195013,8908.890851,4840.463095
414,4131.15921,2423.069501,4127.700688,7437.890127,18288.949817,61122.444099,4856.207664,28370.832775,19652.276471,21872.041093,23716.088125,8909.142809,4840.630077
415,4141.095049,2427.752388,4135.952422,7461.934182,18316.380517,61189.003786,4868.017971,28443.608735,19707.266796,21926.004911,23860.759784,8929.262296,4851.926457
416,4144.179186,2429.284049,4138.516145,7492.669377,18326.787258,61217.642262,4871.811048,28467.131393,19735.221584,21942.677808,24002.708243,8936.837317,4855.720056
417,4144.179186,2429.295553,4138.516145,7519.449753,18326.787509,61217.642262,4871.811475,28467.131393,19735.22163,21942.68226,24142.325569,8936.837317,4855.720056
418,4150.687078,2441.955992,4143.162869,7543.55711,18335.030322,61253.945834,4878.141765,28491.583829,19744.256202,21973.586187,24281.006324,8941.490951,4860.334025
419,4165.208706,2475.319805,4154.752291,7569.097526,18355.482762,61350.376784,4889.780853,28521.815722,19762.192533,22020.061643,24423.622789,8953.654675,4870.345695
420,4172.735674,2490.987999,4159.549139,7597.464906,18365.699886,61388.393973,4896.556904,28547.602486,19772.267883,22050.102352,24565.880321,8959.650677,4875.753362
421,4188.779214,2532.478824,4172.009247,7623.433637,18388.367795,61494.863318,4908.646268,28562.437594,19793.177908,22096.719937,24707.888807,8973.523608,4887.120812
422,4188.832778,2532.646168,4172.112597,7652.715973,18388.566888,61495.247236,4908.747821,28563.10623,19793.190134,22097.267516,24855.989904,8973.637519,4887.187379
423,4188.832778,2532.646168,4172.112597,7652.715973,18388.566888,61495.247236,4908.747821,28563.10623,19793.190134,22097.267516,24907.447432,8973.637519,4887.187379
