,base.py,chemkin.py,model.py,model.py,poll.py,~,~,~,~,~,~,~,~,~,~,~
107,1583.312107,1381.767911,2262.669754,1098.876044,0.0,0.0,7387.213499,19983.693773,1705.274958,348.190453,5621.659563,1116.241957,5571.978416,0.0,3249.109316,1876.95739
108,1583.407223,1381.943999,2263.486384,1101.417356,0.0,0.0,7387.58622,19988.544634,1706.142325,348.244926,5621.710262,1116.863315,5572.670154,0.0,3249.263429,1877.095658
109,1587.418489,1382.487935,2270.98691,1102.969669,0.0,0.0,7403.917871,20110.776657,1710.699652,349.244451,5693.167793,1121.864068,5592.508142,0.0,3260.51877,1882.976506
110,1591.582579,1382.9733,2278.564461,1105.292084,0.0,0.0,7420.688651,20232.166683,1715.070161,350.264626,5769.701085,1127.038316,5611.441707,0.0,3272.261045,1889.041016
111,1596.244985,1383.683222,2286.283576,1106.400785,0.0,0.0,7438.287793,20353.75409,1719.635721,351.336627,5843.544251,1132.30376,5633.135081,0.0,3284.420479,1895.496532
112,1607.019942,1387.547428,2297.41166,1108.016854,0.0,0.0,7463.857842,20487.97173,1727.954096,355.655178,5917.278492,1139.734762,5666.446888,0.0,3300.652869,1906.410022
113,1607.039208,1387.636009,2297.587468,1109.514777,0.0,0.0,7463.951741,20488.146433,1728.051125,355.69192,5917.285247,1139.792008,5666.610476,0.0,3300.703721,1906.437996
114,1607.062374,1387.714136,2297.752902,1111.572699,0.0,0.0,7464.057471,20488.331492,1728.14673,355.72973,5917.292369,1139.869711,5666.772889,0.0,3300.762626,1906.46982
115,1607.081582,1387.801232,2297.939147,1111.572699,0.0,0.0,7464.152391,20488.50533,1728.233132,355.77181,5917.297653,1139.912345,5666.919106,0.0,3300.814341,1906.497582
116,1609.451666,1388.478666,2300.167471,1124.158991,0.0,0.0,7469.542484,20500.674546,1729.474289,356.18651,5922.606993,1140.78451,5673.821267,0.0,3303.833729,1908.882585
117,1638.872953,1406.42191,2325.254833,1125.000624,0.0,0.0,7592.547665,20815.382323,1740.263562,369.272846,6034.131334,1149.590607,5759.229873,0.0,3344.2629,1937.061807
118,1653.017667,1415.103098,2342.363776,1127.686781,0.0,0.0,7651.916728,20964.635449,1749.098372,372.47171,6113.133776,1157.667564,5800.572159,0.0,3363.316744,1950.93418
119,1665.9514,1424.745679,2357.478583,1130.755604,0.0,0.0,7679.52768,21111.226169,1756.187131,375.196461,6186.893353,1166.753569,5837.265556,0.0,3380.212017,1963.326013
120,1681.560543,1432.781571,2375.002141,1154.166719,0.0,0.0,7713.686804,21295.449709,1765.146571,378.45328,6265.010121,1176.023021,5880.587093,0.0,3401.002701,1978.278408
121,1719.06788,1444.561721,2425.465823,1169.537261,0.0,0.0,7849.574256,21961.850467,1789.662723,391.849376,6503.550174,1194.284927,5986.195531,0.0,3447.922146,2017.216415
122,1727.814359,1453.158829,2435.258095,1184.747699,0.0,0.0,7862.428718,22009.31906,1794.119201,393.610905,6517.778713,1198.846033,6007.518622,0.0,3454.189891,2023.834685
123,1732.552624,1454.144121,2442.96796,1205.234964,0.0,0.0,7880.486004,22135.512645,1799.141675,394.750974,6593.779185,1205.275785,6027.856242,0.0,3466.462589,2030.37767
124,1737.005864,1455.041451,2450.088139,1227.044865,0.0,1470.523462,7897.682538,22258.867796,1803.62089,395.774585,6666.314679,1210.723634,6047.779296,0.0,3478.085312,2036.590864
125,1741.33838,1455.590247,2457.051842,1242.781386,0.0,1495.851561,7915.450721,22387.228127,1808.212678,396.699517,6743.761834,1216.799098,6066.795375,0.0,3490.182906,2042.914029
126,1745.37897,1456.343371,2464.033028,1244.463391,0.0,1516.442487,7931.981815,22509.458257,1812.930599,397.642912,6816.029464,1222.775005,6087.94484,0.0,3501.462713,2048.779042
127,1766.6823,1464.165163,2482.744952,1246.526418,0.0,1536.850718,8011.051298,22686.626723,1823.509065,400.17247,6911.882705,1233.548621,6156.870568,0.0,3532.508327,2070.759034
128,1766.797908,1464.467291,2483.858292,1248.509241,0.0,1558.561376,8011.671924,22691.936633,1824.90485,400.282748,6911.937681,1235.093012,6158.391352,0.0,3532.837588,2070.961257
129,1770.23836,1467.731772,2487.863154,1250.866674,0.0,1575.192563,8018.05246,22718.391824,1829.04559,402.108615,6916.187697,1239.376425,6167.745629,0.0,3536.109432,2073.820801
130,1771.673249,1468.134164,2489.161106,1273.125229,0.0,1592.629801,8023.484689,22724.787573,1829.432925,402.361529,6924.587472,1240.106162,6175.21773,0.0,3539.577522,2075.646412
131,1775.230889,1469.054062,2491.213976,1274.989891,0.0,1613.340504,8035.883892,22734.548779,1830.206271,402.797177,6934.82276,1240.973934,6190.462776,0.0,3547.436519,2079.832325
132,1775.230889,1469.059226,2491.213976,1274.989891,0.0,1631.948983,8035.890413,22734.548779,1830.206271,402.797177,6934.822804,1240.973934,6190.470816,0.0,3547.436519,2079.832325
133,1777.606883,1470.004142,2494.678594,1280.386809,0.0,1648.536132,8041.494211,22753.547909,1833.194173,403.356548,6939.901296,1243.844417,6200.062886,0.0,3550.671157,2082.260137
134,1782.724136,1470.990214,2502.451575,1282.480576,0.0,1666.15217,8060.394395,22879.450121,1838.047147,404.536858,7019.153749,1250.168461,6221.272003,0.0,3563.53339,2089.247493
135,1792.515257,1473.775935,2514.028977,1282.480576,0.0,1688.781455,8087.879078,23009.731017,1844.38015,406.391619,7097.404997,1259.798583,6257.58906,0.0,3581.469662,2100.406826
136,1804.331248,1480.15703,2525.524919,1285.739855,0.0,1711.822531,8108.792914,23067.276201,1850.145415,408.946464,7119.934347,1264.073509,6288.068151,0.0,3593.057131,2110.637836
137,1807.889503,1481.477548,2529.494575,1288.483696,0.0,1732.14446,8117.590713,23097.964183,1852.747427,409.577451,7133.467641,1266.13184,6300.956708,0.0,3598.250452,2114.446958
138,1815.955329,1488.401121,2538.632507,1294.738904,0.0,1750.693507,8128.773657,23145.329983,1856.308321,411.215973,7145.892201,1269.773229,6318.221071,0.0,3603.616158,2120.356626
139,1820.39573,1489.872761,2542.729734,1314.267929,0.0,1768.961895,8138.986485,23170.869188,1858.72212,411.895745,7160.248677,1272.2173,6332.832734,0.0,3609.710539,2124.890068
140,1820.526256,1490.038446,2543.778946,1316.260864,0.0,1788.629858,8139.557859,23176.798711,1859.726152,412.018668,7160.297826,1273.218838,6333.791284,0.0,3609.993664,2125.084345
141,1820.624226,1490.189286,2544.841311,1328.376089,0.0,1805.759354,8140.07978,23183.974239,1860.756728,412.137971,7160.355358,1274.222436,6334.459526,0.0,3610.262937,2125.25104
142,1820.760926,1490.315875,2545.897158,1331.747834,0.0,1822.877901,8140.663832,23190.250921,1861.813629,412.284873,7160.40616,1275.249061,6335.186641,0.0,3610.556484,2125.447036
143,1820.896512,1490.457144,2546.933239,1332.5179,0.0,1840.027194,8141.233358,23197.224975,1863.028964,412.403639,7160.463658,1276.334415,6336.123965,1841.406916,3610.842247,2125.652978
144,1824.48165,1492.939698,2549.857744,1333.295437,0.0,1857.208914,8147.658984,23217.549721,1867.421776,414.176434,7165.078931,1278.32317,6345.891406,1863.779424,3614.148069,2128.578008
145,1827.587202,1493.679849,2551.67996,1334.21495,0.0,1875.189702,8157.64795,23227.305932,1868.053213,414.57924,7174.930663,1279.190848,6358.813289,1887.485966,3620.415439,2132.035807
146,1829.802751,1494.357668,2553.246957,1335.159357,0.0,1894.197689,8165.654074,23235.055191,1868.454586,414.924998,7184.205757,1280.012715,6369.256527,1911.49288,3625.458583,2134.68724
147,1829.924805,1494.420251,2553.284169,1335.159357,0.0,1913.647638,8165.849428,23235.244928,1868.462023,414.930255,7184.264414,1280.016628,6369.54835,1935.150973,3625.561521,2134.769706
148,1831.539865,1495.026283,2554.919763,1346.753231,0.0,1930.83838,8169.640507,23244.138536,1869.353932,415.310481,7188.508266,1280.837271,6377.548472,1958.151699,3627.661505,2136.377022
149,1833.507457,1495.830147,2557.653758,1347.952331,0.0,1948.624457,8174.888522,23259.657004,1871.54317,415.689523,7196.339544,1282.938144,6386.335662,1981.918916,3630.654475,2138.554279
150,1839.689242,1498.234816,2563.16628,1348.853599,0.0,1966.690937,8188.605148,23292.663329,1874.544157,416.701746,7211.73307,1287.084894,6407.103676,2005.562095,3638.630776,2144.580642
151,1842.11232,1498.847736,2565.672461,1350.191627,0.0,1986.452647,8194.827461,23316.740528,1876.534623,417.058468,7220.756877,1288.507994,6415.433827,2029.688634,3642.197636,2147.418082
152,1845.973667,1501.725695,2568.612291,1353.375328,0.0,2007.011231,8201.715539,23335.770653,1880.960448,418.816626,7225.27877,1289.8447,6428.164937,2054.639099,3645.621525,2150.583804
153,1848.489017,1502.478741,2570.235131,1358.688162,0.0,2025.262662,8210.710935,23343.859712,1881.493476,419.112445,7234.684424,1290.696243,6438.926333,2078.58481,3651.333994,2153.619517
154,1851.09244,1503.100151,2571.886418,1360.462336,0.0,2044.605748,8219.875445,23352.161085,1882.138513,419.454521,7244.139798,1291.592664,6450.473264,2105.073823,3657.094249,2156.69151
155,1852.964555,1503.305162,2574.063936,1360.462336,0.0,2064.186093,8225.008141,23381.61242,1884.386237,419.807135,7251.414335,1292.298688,6457.14192,2130.001818,3660.148026,2159.122547
156,1855.198629,1504.247454,2576.197141,1372.357577,0.0,2083.036792,8230.12915,23393.394292,1885.500062,420.177963,7256.492947,1293.237759,6465.93864,2155.129451,3663.039134,2161.368986
157,1856.469153,1504.801845,2577.649326,1373.363622,0.0,2101.30669,8233.327281,23403.971694,1886.108418,420.459381,7264.596182,1294.407391,6471.759255,2179.976244,3664.820566,2162.713781
158,1864.903931,1507.607365,2585.096002,1374.664841,0.0,2119.400307,8253.085307,23451.397567,1889.058079,421.911338,7302.153644,1299.172549,6499.357229,2204.657883,3677.189252,2171.454142
159,1867.625356,1508.258152,2588.183948,1377.241574,0.0,2141.045528,8262.740075,23479.362412,1890.446494,422.430842,7331.437547,1301.310796,6511.821518,2230.072519,3683.508333,2174.941442
160,1867.747381,1508.543326,2588.996873,1378.322049,0.0,2160.843084,8263.178631,23483.788037,1890.949928,422.532388,7331.490924,1301.785448,6512.563093,2255.044019,3683.723237,2175.109028
161,1876.34345,1511.681372,2596.273907,1384.112859,0.0,2178.381383,8283.07997,23538.955168,1896.047446,425.119242,7378.353848,1306.639695,6539.664548,2282.268199,3696.213813,2183.390025
162,1877.853821,1512.24643,2597.634725,1385.685493,0.0,2200.244618,8288.656127,23545.532863,1896.466412,425.372792,7386.785384,1307.468499,6547.54489,2308.219857,3699.763704,2185.273811
163,1881.520526,1513.209998,2599.677462,1387.133532,0.0,2220.952377,8301.310219,23555.4254,1897.22457,425.793004,7397.092651,1308.439123,6562.39248,2337.622023,3707.791817,2189.524011
164,1881.520526,1513.215465,2599.677462,1387.133532,0.0,2241.352118,8301.3108,23555.4254,1897.22457,425.793004,7397.092707,1308.439123,6562.400523,2365.594257,3707.791817,2189.524011
165,1884.041813,1513.996822,2601.898442,1401.329841,0.0,2258.896696,8307.063689,23567.739451,1898.425784,426.216468,7402.25791,1309.402561,6571.635162,2392.979573,3711.004478,2191.996296
166,1885.110552,1514.425113,2603.248637,1402.642703,0.0,2277.460662,8309.844546,23577.975135,1899.020591,426.456215,7410.115309,1310.600925,6577.480115,2419.403593,3712.599818,2193.171509
167,1893.086404,1517.033402,2610.072543,1404.003762,0.0,2295.730624,8329.7479,23626.804182,1901.739204,427.746083,7448.62004,1315.275166,6604.224154,2448.281622,3725.201977,2201.585748
168,1895.918716,1517.630672,2612.518731,1406.756382,0.0,2317.435036,8339.464541,23654.806994,1902.871377,428.221251,7477.896406,1317.198975,6615.429789,2475.494973,3731.564372,2205.119175
169,1899.159996,1518.687963,2615.544529,1407.61853,0.0,2337.277942,8349.57734,23681.603551,1904.008707,428.758908,7505.251722,1319.342838,6627.772386,2502.258364,3738.004917,2208.863673
170,1902.005587,1519.289887,2618.65969,1414.04263,0.0,2363.588501,8359.717067,23711.704349,1905.366904,429.27269,7534.737929,1321.548102,6640.36755,2531.937168,3744.508431,2212.464881
171,1902.07581,1519.427422,2618.935396,1415.653155,0.0,2385.18283,8359.968815,23712.797249,1905.537476,429.324403,7534.762984,1321.640892,6640.789156,2560.335052,3744.631211,2212.548769
172,1902.097811,1519.579899,2619.236364,1417.5878,0.0,2402.848302,8360.023856,23712.918145,1905.753786,429.378665,7534.768276,1321.745612,6640.932389,2588.851215,3744.653216,2212.568756
173,1902.110708,1519.695032,2619.364857,1418.989952,0.0,2420.508179,8360.053546,23713.008489,1905.803979,429.401224,7534.771856,1321.780553,6641.038424,2616.974798,3744.665819,2212.579985
174,1907.739266,1521.262947,2626.340312,1419.697053,0.0,2438.136592,8369.714658,23793.897234,1911.477274,430.783193,7559.629227,1325.666399,6657.726743,2646.593936,3749.602947,2218.068746
175,1907.795879,1521.44595,2626.684635,1420.409796,0.0,2457.708337,8369.917365,23794.822504,1911.685491,430.838442,7559.644666,1325.829846,6658.051994,2676.64598,3749.70366,2218.141052
176,1914.865079,1522.9247,2633.138493,1420.953658,0.0,2475.425316,8392.617325,23857.230209,1915.72169,431.796045,7600.017604,1329.037534,6686.605321,2705.702809,3764.576656,2226.726267
177,1921.694482,1524.313977,2640.188052,1425.533557,0.0,2497.974379,8415.163013,23918.958497,1920.092235,432.808543,7638.544265,1333.289734,6715.29929,2738.083035,3779.28023,2235.195669
178,1921.765615,1524.421346,2640.580459,1426.634864,0.0,2524.987527,8415.413064,23921.916206,1920.333543,432.844833,7638.567877,1333.488132,6715.630845,2769.273503,3779.401168,2235.28852
179,1929.635702,1529.310693,2644.981861,1429.298376,0.0,2542.828028,8428.752802,23956.675303,1924.775087,436.359604,7650.383166,1335.778741,6735.299388,2802.057591,3786.293573,2241.629652
180,1946.996367,1550.335163,2659.434296,1432.252359,0.0,2562.465463,8458.050047,24045.906789,1927.274926,447.916045,7679.543382,1340.652552,6778.319873,2834.573673,3802.594318,2255.353439
181,1947.044253,1550.518139,2659.843154,1432.942601,0.0,2585.505771,8458.220262,24047.851431,1927.538441,447.952595,7679.558166,1340.843481,6778.578959,2867.28762,3802.681026,2255.423721
182,1951.58381,1551.90774,2664.697905,1452.505788,0.0,2603.44479,8473.635257,24088.309462,1931.060303,448.684072,7696.997385,1343.33807,6800.982135,2901.172959,3812.561132,2261.171032
183,1959.524993,1553.260415,2672.051599,1467.980548,0.0,2624.357126,8501.159412,24156.767767,1935.838432,449.657294,7742.439147,1346.753936,6834.971621,2933.718898,3831.084568,2270.982409
184,1966.760718,1554.725065,2679.467998,1468.598691,0.0,2648.49418,8526.646728,24225.190202,1940.671684,450.647821,7783.768492,1351.082736,6865.254908,2967.929248,3848.153992,2280.124201
185,1966.886331,1554.962037,2680.222515,1471.2102,0.0,2673.140282,8527.081687,24230.603931,1941.265453,450.694398,7783.816538,1351.602944,6865.948167,3001.723687,3848.365292,2280.29481
186,1966.99975,1555.321143,2681.976889,1474.249979,0.0,2691.321361,8527.686372,24242.439314,1944.379096,450.92425,7783.913007,1352.342879,6869.127788,3035.721402,3848.664996,2280.498313
187,1967.950391,1555.934906,2684.761223,1477.241855,0.0,2709.623545,8530.435455,24258.476257,1947.828953,451.346033,7788.863,1355.086779,6879.234961,3070.559248,3850.188847,2281.559365
188,1967.959724,1556.01207,2684.789604,1478.564106,0.0,2728.358891,8530.456018,24258.501153,1947.837387,451.352543,7788.865432,1355.091202,6879.269269,3104.277411,3850.19453,2281.565665
189,1968.027019,1556.204098,2685.219926,1480.235662,0.0,2746.504569,8530.687065,24261.104994,1948.143428,451.388339,7788.89006,1355.339439,6879.592986,3139.171997,3850.304898,2281.658038
190,1968.099776,1556.400402,2685.733927,1482.56902,0.0,2764.688008,8530.936896,24262.77899,1948.514292,451.442839,7788.909833,1355.607644,6880.101958,3174.753915,3850.42002,2281.751732
191,1968.123716,1556.575341,2685.940659,1482.804106,0.0,2782.874714,8531.051126,24262.987988,1948.622991,451.499963,7788.916569,1355.636439,6880.297047,3210.940088,3850.479273,2281.785592
192,1968.132472,1556.709477,2686.007881,1483.801991,0.0,2801.028202,8531.061327,24263.021837,1948.649753,451.508881,7788.918618,1355.644159,6880.342318,3246.15861,3850.483895,2281.791225
193,1968.235975,1556.953582,2686.583045,1484.847159,0.0,2819.189678,8531.498966,24265.194777,1948.978695,451.577718,7788.963809,1355.942228,6881.109009,3282.042125,3850.700449,2281.934146
194,1968.329756,1557.238122,2687.591302,1485.671239,1976.156749,2837.42418,8531.977294,24271.439922,1951.171882,451.752204,7789.02952,1356.263346,6882.729718,3317.026748,3850.927092,2282.091313
195,1968.343034,1557.321647,2687.640446,1486.199807,1978.680671,2855.829778,8531.987241,24271.543718,1951.195052,451.753303,7789.033433,1356.268781,6882.767826,3352.903224,3850.930416,2282.097798
196,1968.406708,1557.553547,2688.209115,1487.553294,1987.791922,2873.980314,8532.210775,24272.460067,1951.504577,451.824515,7789.057465,1356.571394,6883.172195,3388.962024,3851.029465,2282.168956
197,1968.427414,1557.706441,2688.396047,1488.902439,1991.210601,2892.201444,8532.247882,24273.062961,1951.621817,451.827062,7789.065318,1356.611327,6883.381319,3425.890009,3851.038913,2282.186159
198,1971.174179,1558.272298,2690.56923,1489.301395,1993.728662,2910.40126,8542.290006,24293.202825,1952.850408,452.169595,7804.937466,1357.932359,6896.173176,3462.19054,3857.584899,2285.640926
199,1971.95328,1558.515108,2690.937264,1490.570579,2003.762186,2930.737789,8545.00633,24296.743179,1953.310446,452.216213,7805.604816,1357.982335,6899.975935,3500.511273,3859.156253,2286.555094
200,1971.967651,1558.667658,2691.060669,1491.338676,2008.632827,2949.262217,8545.037598,24296.841742,1953.36867,452.229644,7805.608689,1358.069092,6900.075666,3538.145911,3859.17102,2286.568386
201,1972.001493,1558.734749,2691.433137,1492.929323,2015.954921,2967.484946,8545.147734,24298.080499,1953.583953,452.266101,7805.617912,1358.249838,6900.254873,3576.44494,3859.229,2286.616988
202,1972.014843,1558.801887,2691.502669,1493.592793,2020.194286,2985.727723,8545.179518,24298.181676,1953.613931,452.281375,7805.621081,1358.266871,6900.317984,3614.852492,3859.24457,2286.629292
203,1972.040679,1558.913278,2691.643911,1493.592793,2025.540979,3003.993509,8545.243083,24298.50024,1953.698946,452.293716,7805.629683,1358.289923,6900.506981,3654.61866,3859.270428,2286.656824
204,1972.074186,1559.107932,2691.842472,1494.660756,2029.785907,3022.216505,8545.324593,24298.752538,1953.814476,452.310554,7805.639671,1358.32808,6900.679215,3693.234426,3859.306951,2286.689465
205,1972.074186,1559.112688,2691.842472,1494.994652,2029.785907,3040.46075,8545.324788,24298.752538,1953.814476,452.310554,7805.639708,1358.32808,6900.683107,3732.632374,3859.306951,2286.689465
206,1972.099091,1559.179647,2691.910799,1495.585602,2033.414244,3058.667092,8545.378108,24298.881077,1953.843069,452.32291,7805.64462,1358.345925,6900.783808,3772.322758,3859.335885,2286.712199
